time,particles 03um,particles 05um,particles 10um,particles 25um,particles 50um,particles 100um,Temperature C,Gas Ohm,Humidity %%,Pressure hPa,Altitude meters
1772060483.215242,216,62,12,2,0,0,21.639765625,212881,61.94506675817942,1008.4029974715752,40.43298887257198
1772060484.413673,258,74,10,2,0,0,21.6430859375,212881,61.93195385920289,1008.4009193187793,40.450358237230894
1772060485.6117537,258,74,10,2,0,0,21.6423046875,213537,61.9046427705611,1008.4015159133996,40.445371849465545
1772060486.8104422,258,74,10,2,0,0,21.639765625,214065,61.84988873234848,1008.3975093246014,40.47885929980407
1772060488.0092056,270,78,10,2,0,0,21.6380078125,214065,61.795264066692155,1008.3965649113536,40.48675281126428
1772060489.2080925,270,78,10,2,0,0,21.6356640625,214329,61.720190178403314,1008.4038427433671,40.4259240326851
1772060490.4074047,270,78,10,2,0,0,21.631953125,214728,61.67889719269205,1008.3979868974591,40.47486769477309
1772060491.6067646,282,82,10,2,0,0,21.6284375,215663,61.63764147149505,1008.3906099104513,40.536525512132485
1772060492.8060753,282,82,10,2,0,0,21.6255078125,214861,61.610056953110586,1008.3933042582336,40.5140057604236
1772060493.9982655,282,82,10,2,0,0,21.62296875,215663,61.56895829022279,1008.3929562852192,40.51691416688423
1772060495.190562,258,74,6,0,0,0,21.61984375,215663,61.53456876098487,1008.4026596250154,40.435812618741096
1772060496.3828757,258,74,6,0,0,0,21.613984375,216471,61.479432895221386,1008.4007306161781,40.45193542986366
1772060497.5815744,258,74,6,0,0,0,21.603046875,216201,61.41679099791854,1008.3962758209035,40.48916906274836
1772060498.7738683,258,74,6,0,0,0,21.588984375,216742,61.31981893424188,1008.3978646176728,40.47588972216113
1772060499.967954,258,74,6,0,0,0,21.5716015625,218244,61.22241421482116,1008.4070169617022,40.39939373991896
1772060501.1673865,258,74,6,0,0,0,21.55578125,218933,61.11851515003877,1008.3985127857418,40.470472266018604
1772060502.3655865,288,80,8,0,0,0,21.5380078125,218519,61.034695797996136,1008.3979001140666,40.475593039536484
1772060503.5638556,288,80,8,0,0,0,21.5216015625,218657,60.97817788893077,1008.3994437893639,40.462690845836065
1772060504.7612865,288,80,8,0,0,0,21.50421875,218244,60.941832131533545,1008.3976159231626,40.47796833749338
1772060505.9599526,300,82,12,2,0,0,21.4883984375,219627,60.91248471780669,1008.3945949719163,40.50321780448034
1772060507.158947,300,82,12,2,0,0,21.4716015625,218657,60.90329241262747,1008.39003173868,40.541357962463934
1772060508.3574288,300,82,12,2,0,0,21.4559765625,219488,60.887507148698,1008.3854882334205,40.57933337003529
1772060509.5498726,312,86,12,2,0,0,21.4403515625,219488,60.91230373527012,1008.3809438601478,40.61731617119197
1772060510.7440205,312,86,12,2,0,0,21.4235546875,220325,60.90987651828557,1008.370891421774,40.70133699929026
1772060511.9378488,312,86,12,2,0,0,21.409296875,221028,60.92134423630984,1008.370332064319,40.70601227060796
1772060513.130757,324,88,14,2,0,0,21.3971875,220465,60.94665215425755,1008.373162978818,40.68235069038974
1772060514.3237247,324,88,14,2,0,0,21.3868359375,220325,60.985748573031266,1008.3714531110458,40.69664224008521
1772060515.516757,324,88,14,2,0,0,21.3762890625,218933,61.02482361826249,1008.3767490615448,40.65237727878739
1772060516.7156136,288,82,10,2,0,0,21.365546875,220325,61.07064592143357,1008.3762502309706,40.65654662922824
1772060517.9096866,288,82,10,2,0,0,21.3536328125,220746,61.10953800058746,1008.3793867862639,40.63033054502497
1772060519.1089823,288,82,10,2,0,0,21.344453125,220045,61.15560410743524,1008.3868389557043,40.56804378367564
1772060520.3052135,246,70,10,2,0,0,21.3348828125,219766,61.19485051724711,1008.3845313181787,40.58733145179669
1772060521.5039096,246,70,10,2,0,0,21.32765625,220465,61.2344435800093,1008.3932371425186,40.5145667227642
1772060522.7009382,246,70,10,2,0,0,21.321015625,220045,61.280904249656814,1008.3955536058655,40.49520542218321
1772060523.894305,246,68,8,2,0,0,21.313984375,220887,61.32054143541295,1008.3972531710649,40.481000259096064
1772060525.0935795,246,68,8,2,0,0,21.307734375,220605,61.373855911583135,1008.4001857999511,40.45648905226295
1772060526.2923024,246,68,8,2,0,0,21.2985546875,220325,61.38608084546722,1008.3966647806037,40.48591809263098
1772060527.4912949,246,68,10,2,0,0,21.2903515625,219627,61.40522752382321,1008.3928567721322,40.51774591114221
1772060528.6898887,246,68,10,2,0,0,21.2805859375,219906,61.41736895029288,1008.3920669554096,40.52434731182233
1772060529.8882196,246,68,10,2,0,0,21.27140625,220605,61.42959605320742,1008.3922017636563,40.52322056499822
1772060531.0873933,276,76,10,2,0,0,21.26125,221877,61.42812141113034,1008.3999360062123,40.45857685117323
1772060532.28664,276,76,10,2,0,0,21.25109375,221169,61.44020723465913,1008.3930433076646,40.516186821202304
1772060533.4790068,276,76,10,2,0,0,21.2407421875,222732,61.44548469271946,1008.3986397665321,40.46941094769507
1772060534.6783912,270,72,14,2,0,0,21.2286328125,221735,61.41660710970145,1008.3996320959839,40.461116961224995
1772060535.8704515,270,72,14,2,0,0,21.2169140625,222446,61.38779121547368,1008.393927735759,40.50879465127424
1772060537.0686495,270,72,14,2,0,0,21.205,222876,61.37250708631333,1008.3988834977246,40.467373817971115
1772060538.2665737,270,74,16,2,0,0,21.1938671875,222876,61.357337919783674,1008.3941032450197,40.50732772170515
1772060539.4604697,270,74,16,2,0,0,21.1801953125,223163,61.3418024051059,1008.39262603241,40.519674466178536
1772060540.6587,270,74,16,2,0,0,21.16671875,222589,61.35340271402915,1008.3823162323815,40.60584558879668
1772060541.857894,264,72,14,0,0,0,21.1544140625,222446,61.33806652163828,1008.3829963733998,40.60016082851986
1772060543.0566595,264,72,14,0,0,0,21.142890625,224173,61.35672646202277,1008.3812534299765,40.61472871885491
1772060544.255833,264,72,14,0,0,0,21.1309765625,224173,61.348223621519296,1008.3843769860368,40.58862139012016
1772060545.448059,246,68,14,0,0,0,21.117890625,223163,61.35988099793275,1008.3893051952185,40.54743052983391
1772060546.6473508,246,68,14,0,0,0,21.1059765625,223019,61.35815505122104,1008.3960828904254,40.490781598356534
1772060547.846794,246,68,14,0,0,0,21.093671875,224173,61.356372753594954,1008.398587206814,40.46985024713495
1772060549.045542,216,60,14,0,0,0,21.0815625,223595,61.347842781057345,1008.395915775338,40.492178366092745
1772060550.244558,216,60,14,0,0,0,21.071796875,222446,61.36675767295561,1008.3951170805558,40.4988539544849
